,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
102999,110202,Female,Loyal Customer,21,Personal Travel,Eco Plus,979,3,5,3,1,2,3,2,2,3,5,5,3,4,2,0,3,neutral or dissatisfied
103000,77071,Female,disloyal Customer,47,Business travel,Business,991,4,4,4,4,1,4,1,1,4,5,5,4,5,1,0,0,neutral or dissatisfied
103001,76074,Male,disloyal Customer,34,Business travel,Eco,669,1,1,1,3,5,1,5,5,3,3,4,3,3,5,0,0,neutral or dissatisfied
103002,129433,Male,disloyal Customer,26,Business travel,Business,414,4,4,4,5,2,4,2,2,4,2,5,5,5,2,0,0,satisfied
103003,14740,Male,Loyal Customer,55,Business travel,Eco,463,4,4,2,4,4,4,4,4,5,2,2,2,3,4,51,45,satisfied
103004,85345,Female,disloyal Customer,26,Business travel,Eco Plus,874,3,3,3,3,2,3,2,2,4,4,2,4,3,2,0,0,neutral or dissatisfied
103005,575,Female,Loyal Customer,54,Business travel,Business,2703,3,3,3,3,4,5,5,4,4,4,4,3,4,3,0,0,satisfied
103006,42070,Female,Loyal Customer,65,Personal Travel,Eco,116,3,5,3,4,5,4,4,3,3,3,3,3,3,5,0,0,neutral or dissatisfied
103007,19555,Male,disloyal Customer,33,Business travel,Eco,108,1,2,0,3,1,0,1,1,1,3,3,4,3,1,8,13,neutral or dissatisfied
103008,101354,Female,Loyal Customer,53,Business travel,Business,1986,4,5,5,5,1,3,3,4,4,4,4,3,4,3,16,0,neutral or dissatisfied
103009,47796,Female,Loyal Customer,56,Business travel,Business,2507,3,3,3,3,3,2,3,5,5,5,5,2,5,4,63,97,satisfied
103010,33124,Male,Loyal Customer,31,Personal Travel,Eco,101,3,5,3,1,3,3,3,3,3,5,5,3,4,3,23,34,neutral or dissatisfied
103011,121392,Male,Loyal Customer,48,Business travel,Business,2245,1,1,1,1,4,4,5,5,5,5,5,5,5,3,0,0,satisfied
103012,70617,Male,Loyal Customer,24,Business travel,Business,3364,2,1,1,1,2,2,2,2,3,3,2,3,2,2,4,15,neutral or dissatisfied
103013,67995,Female,Loyal Customer,67,Personal Travel,Eco Plus,1171,3,4,3,2,2,3,4,3,3,3,3,4,3,3,0,2,neutral or dissatisfied
103014,60238,Male,disloyal Customer,35,Business travel,Eco,1455,2,1,1,2,4,2,4,4,4,5,1,2,2,4,18,14,neutral or dissatisfied
103015,78479,Female,Loyal Customer,56,Business travel,Business,2241,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0,11,satisfied
103016,46097,Female,Loyal Customer,14,Personal Travel,Eco Plus,541,4,4,4,1,5,4,5,5,3,5,4,4,4,5,0,20,neutral or dissatisfied
103017,87386,Female,Loyal Customer,31,Business travel,Business,425,1,0,0,4,3,0,3,3,4,1,3,3,4,3,0,0,neutral or dissatisfied
103018,46206,Female,Loyal Customer,53,Business travel,Business,679,2,4,4,4,2,3,3,2,2,2,2,2,2,2,0,0,neutral or dissatisfied
103019,2236,Male,Loyal Customer,57,Personal Travel,Eco,642,1,4,0,4,4,0,4,4,3,2,5,4,5,4,0,13,neutral or dissatisfied
103020,59716,Male,Loyal Customer,56,Business travel,Business,964,5,5,5,5,4,4,4,4,4,4,4,5,4,4,0,0,satisfied
103021,79554,Female,Loyal Customer,19,Business travel,Business,762,2,2,2,2,5,5,5,5,4,3,4,3,4,5,0,9,satisfied
103022,34456,Female,Loyal Customer,25,Personal Travel,Eco,228,4,5,4,1,1,4,3,1,3,2,4,5,5,1,0,0,neutral or dissatisfied
103023,26794,Female,Loyal Customer,42,Business travel,Eco Plus,226,2,1,1,1,3,3,3,2,2,2,2,1,2,2,0,0,neutral or dissatisfied
103024,54591,Male,Loyal Customer,41,Business travel,Business,854,3,3,3,3,2,4,5,4,4,4,4,4,4,3,0,2,satisfied
103025,125123,Female,Loyal Customer,31,Personal Travel,Eco,361,2,5,4,3,4,4,4,4,3,5,4,5,5,4,0,0,neutral or dissatisfied
103026,15273,Female,Loyal Customer,39,Business travel,Business,3182,2,5,5,5,2,4,3,2,2,2,2,2,2,4,30,33,neutral or dissatisfied
103027,85800,Female,disloyal Customer,24,Business travel,Eco,126,2,3,2,1,2,2,2,2,2,5,2,5,3,2,0,0,neutral or dissatisfied
103028,24721,Male,disloyal Customer,32,Business travel,Eco,406,1,0,1,3,3,1,2,3,1,5,2,3,5,3,0,3,neutral or dissatisfied
103029,126860,Female,Loyal Customer,37,Personal Travel,Eco,2296,2,1,2,3,2,2,2,2,1,1,3,4,2,2,103,85,neutral or dissatisfied
103030,91933,Male,disloyal Customer,26,Business travel,Eco,2586,3,4,4,3,5,3,3,5,2,2,4,3,3,5,42,16,neutral or dissatisfied
103031,95194,Male,Loyal Customer,67,Personal Travel,Eco,562,1,2,1,2,1,1,1,1,1,1,2,3,3,1,18,21,neutral or dissatisfied
103032,109523,Male,disloyal Customer,22,Business travel,Eco,861,2,2,2,2,2,2,2,2,4,4,2,1,1,2,49,38,neutral or dissatisfied
103033,102503,Female,Loyal Customer,15,Personal Travel,Eco,197,1,1,0,3,5,0,5,5,2,2,4,3,4,5,16,6,neutral or dissatisfied
103034,28721,Female,Loyal Customer,65,Personal Travel,Eco,2717,1,4,1,2,1,1,4,5,3,3,4,4,5,4,1,25,neutral or dissatisfied
103035,4948,Female,Loyal Customer,70,Personal Travel,Business,931,3,4,3,4,3,3,3,5,5,3,3,1,5,4,5,6,neutral or dissatisfied
103036,128636,Female,Loyal Customer,23,Personal Travel,Eco,679,1,4,1,4,5,1,5,5,4,5,4,4,5,5,0,0,neutral or dissatisfied
103037,76336,Female,Loyal Customer,47,Business travel,Business,1724,3,3,3,3,4,3,3,3,3,3,3,1,3,4,4,0,neutral or dissatisfied
103038,42908,Male,Loyal Customer,31,Personal Travel,Eco,200,2,4,2,2,3,2,3,3,4,2,4,4,5,3,116,111,neutral or dissatisfied
103039,35474,Female,Loyal Customer,21,Personal Travel,Eco,1041,4,4,4,5,2,4,2,2,5,2,4,4,5,2,9,0,neutral or dissatisfied
103040,114565,Male,Loyal Customer,55,Personal Travel,Business,371,1,1,1,2,3,1,2,1,1,1,1,3,1,2,0,0,neutral or dissatisfied
103041,82574,Male,Loyal Customer,59,Business travel,Business,2140,5,5,5,5,3,5,4,5,5,5,5,5,5,5,0,0,satisfied
103042,75118,Male,Loyal Customer,43,Business travel,Eco,1744,2,3,3,3,2,2,2,2,1,1,1,2,3,2,38,39,neutral or dissatisfied
103043,17841,Male,Loyal Customer,45,Business travel,Business,2828,1,1,1,1,5,3,4,5,5,5,5,5,5,4,17,3,satisfied
103044,83902,Male,Loyal Customer,66,Personal Travel,Eco,1678,3,2,3,2,4,3,4,4,4,3,2,3,2,4,0,0,neutral or dissatisfied
103045,33191,Female,Loyal Customer,31,Business travel,Eco Plus,101,5,5,5,5,5,5,5,5,3,2,5,2,4,5,0,0,satisfied
103046,126467,Male,Loyal Customer,29,Business travel,Business,1849,1,1,1,1,5,5,5,5,4,2,4,5,5,5,0,8,satisfied
103047,70625,Female,Loyal Customer,37,Business travel,Business,817,1,1,1,1,1,4,1,3,3,3,3,2,3,3,0,0,satisfied
103048,121421,Male,Loyal Customer,47,Business travel,Business,290,2,1,2,2,5,5,5,4,4,4,4,5,4,4,49,35,satisfied
103049,90651,Female,Loyal Customer,57,Business travel,Business,240,2,2,2,2,4,4,5,5,5,5,5,3,5,3,0,5,satisfied
103050,54819,Male,disloyal Customer,26,Business travel,Eco,862,1,1,1,1,1,3,3,1,5,3,1,3,5,3,146,135,neutral or dissatisfied
103051,4740,Female,Loyal Customer,40,Business travel,Eco,488,4,1,1,1,4,4,4,4,4,5,4,4,3,4,0,0,neutral or dissatisfied
103052,64199,Female,disloyal Customer,48,Business travel,Eco,853,3,3,3,3,5,3,5,5,3,3,3,3,4,5,13,24,neutral or dissatisfied
103053,60013,Female,Loyal Customer,63,Personal Travel,Eco,1085,3,5,3,5,3,5,5,1,1,3,1,2,1,2,0,0,neutral or dissatisfied
103054,97673,Male,Loyal Customer,36,Business travel,Business,491,2,1,1,1,4,4,3,2,2,2,2,2,2,2,33,28,neutral or dissatisfied
103055,45515,Female,Loyal Customer,27,Personal Travel,Business,689,1,4,0,2,4,0,4,4,3,5,5,5,5,4,13,3,neutral or dissatisfied
103056,9629,Female,Loyal Customer,54,Personal Travel,Eco Plus,288,5,4,5,2,4,5,5,3,3,5,3,3,3,4,0,0,satisfied
103057,15346,Female,Loyal Customer,58,Business travel,Business,1897,1,1,1,1,3,4,4,5,5,5,5,5,5,3,46,40,satisfied
103058,54158,Female,Loyal Customer,37,Business travel,Business,1400,4,4,5,4,1,5,1,5,5,5,5,1,5,3,0,0,satisfied
103059,96397,Male,Loyal Customer,51,Business travel,Business,1407,3,3,3,3,3,4,5,5,5,5,5,3,5,5,0,1,satisfied
103060,45053,Female,disloyal Customer,22,Business travel,Business,265,0,3,0,2,4,0,4,4,2,3,1,1,3,4,35,29,satisfied
103061,77664,Female,disloyal Customer,29,Business travel,Business,696,1,1,1,3,3,1,3,3,3,2,4,5,5,3,0,0,neutral or dissatisfied
103062,111568,Male,Loyal Customer,43,Business travel,Eco,883,1,1,1,1,1,1,1,1,4,1,4,2,3,1,0,0,neutral or dissatisfied
103063,115136,Female,Loyal Customer,47,Business travel,Business,3756,5,5,5,5,3,4,4,5,5,5,5,5,5,4,0,0,satisfied
103064,106688,Male,Loyal Customer,30,Personal Travel,Business,516,3,5,3,2,5,3,4,5,3,3,5,3,4,5,0,0,neutral or dissatisfied
103065,109812,Female,Loyal Customer,50,Business travel,Business,1011,3,3,3,3,3,5,4,4,4,4,4,5,4,4,58,42,satisfied
103066,61301,Female,Loyal Customer,64,Personal Travel,Eco,862,5,2,5,4,5,3,3,1,1,2,1,2,1,3,0,0,satisfied
103067,40175,Female,Loyal Customer,41,Business travel,Eco,347,5,3,3,3,5,5,5,5,2,1,4,4,2,5,0,0,satisfied
103068,2425,Male,Loyal Customer,15,Personal Travel,Eco,604,3,3,3,1,3,3,3,3,5,5,1,5,3,3,0,10,neutral or dissatisfied
103069,31685,Female,Loyal Customer,55,Business travel,Eco,846,3,4,4,4,1,4,3,3,3,3,3,4,3,2,51,40,neutral or dissatisfied
103070,90309,Female,Loyal Customer,53,Business travel,Business,2443,1,4,1,1,4,4,4,4,4,4,4,5,4,5,0,0,satisfied
103071,6902,Male,disloyal Customer,25,Business travel,Eco,265,3,4,3,3,4,3,1,4,2,4,4,4,4,4,5,0,neutral or dissatisfied
103072,113267,Female,Loyal Customer,47,Business travel,Business,236,3,3,3,3,4,4,5,4,4,4,4,3,4,3,36,33,satisfied
103073,75284,Female,disloyal Customer,38,Business travel,Business,1846,2,2,2,3,5,2,5,5,3,4,4,5,4,5,0,0,neutral or dissatisfied
103074,56769,Female,disloyal Customer,48,Business travel,Eco Plus,937,2,2,2,4,1,2,1,1,1,3,4,3,4,1,0,0,neutral or dissatisfied
103075,96597,Male,Loyal Customer,24,Personal Travel,Eco,861,3,4,3,1,5,3,5,5,4,5,5,3,4,5,0,3,neutral or dissatisfied
103076,74510,Male,Loyal Customer,57,Business travel,Business,2215,2,2,2,2,4,4,5,5,5,5,5,5,5,3,23,25,satisfied
103077,38904,Male,disloyal Customer,24,Business travel,Eco,320,3,3,3,1,4,3,3,4,1,2,5,4,4,4,0,0,neutral or dissatisfied
103078,129061,Female,Loyal Customer,27,Personal Travel,Eco,1744,3,4,3,2,3,3,4,3,3,4,5,4,4,3,0,0,neutral or dissatisfied
103079,125271,Female,disloyal Customer,23,Business travel,Eco,1353,3,3,3,4,4,3,4,4,4,2,4,1,3,4,0,0,neutral or dissatisfied
103080,125021,Male,Loyal Customer,38,Personal Travel,Eco,184,1,5,0,3,1,0,1,1,4,3,5,4,5,1,45,38,neutral or dissatisfied
103081,3084,Male,Loyal Customer,49,Business travel,Business,1703,4,4,4,4,4,4,5,2,2,2,2,5,2,3,54,53,satisfied
103082,70790,Female,disloyal Customer,36,Business travel,Business,328,3,3,3,3,2,3,2,2,5,4,4,5,5,2,0,0,neutral or dissatisfied
103083,123272,Female,disloyal Customer,36,Personal Travel,Eco,631,3,1,3,3,3,3,2,3,1,4,4,4,4,3,0,0,neutral or dissatisfied
103084,82639,Female,Loyal Customer,48,Business travel,Eco Plus,128,4,2,2,2,2,1,2,4,4,4,4,2,4,5,0,0,satisfied
103085,30850,Male,Loyal Customer,8,Business travel,Eco,841,3,1,1,1,3,3,1,3,1,2,3,2,4,3,24,19,neutral or dissatisfied
103086,8010,Female,Loyal Customer,43,Business travel,Business,335,4,4,4,4,3,4,5,5,5,5,5,3,5,4,0,0,satisfied
103087,123364,Male,Loyal Customer,23,Business travel,Business,644,3,3,3,3,3,3,3,3,2,3,3,1,4,3,39,22,neutral or dissatisfied
103088,125681,Male,Loyal Customer,47,Business travel,Business,814,5,5,5,5,4,5,5,4,4,4,4,3,4,5,47,45,satisfied
103089,23502,Male,Loyal Customer,28,Business travel,Business,303,2,2,2,2,4,4,4,4,2,4,4,2,2,4,0,3,satisfied
103090,115828,Male,disloyal Customer,40,Business travel,Eco,308,4,0,4,3,1,4,1,1,2,3,4,3,1,1,0,0,neutral or dissatisfied
103091,123178,Female,disloyal Customer,20,Business travel,Eco,416,2,3,2,4,5,2,5,5,3,3,4,1,4,5,0,0,neutral or dissatisfied
103092,36344,Female,Loyal Customer,58,Personal Travel,Eco,187,1,4,1,3,2,4,5,3,3,1,3,4,3,4,12,48,neutral or dissatisfied
103093,56202,Male,Loyal Customer,44,Business travel,Business,1400,5,5,5,5,4,4,4,4,4,5,5,4,5,4,149,108,satisfied
103094,124649,Male,Loyal Customer,45,Personal Travel,Business,399,3,1,3,3,3,3,2,3,3,3,3,4,3,4,30,22,neutral or dissatisfied
103095,38873,Female,Loyal Customer,45,Business travel,Business,1582,1,1,1,1,5,3,2,4,4,4,4,1,4,3,0,0,satisfied
103096,39645,Male,Loyal Customer,36,Business travel,Business,2465,4,4,4,4,1,4,4,4,4,4,4,1,4,3,12,10,satisfied
103097,5261,Male,Loyal Customer,49,Business travel,Eco,383,2,3,3,3,2,2,2,2,3,3,3,3,4,2,0,0,neutral or dissatisfied
103098,102237,Male,Loyal Customer,60,Business travel,Business,236,0,1,1,4,3,4,4,4,4,4,4,5,4,3,13,3,satisfied
103099,94951,Male,disloyal Customer,30,Business travel,Eco,187,1,2,1,4,4,1,3,4,2,4,4,2,3,4,21,17,neutral or dissatisfied
103100,12075,Female,Loyal Customer,36,Business travel,Eco Plus,376,5,4,4,4,5,5,5,5,3,5,4,5,3,5,10,10,satisfied
103101,99964,Female,Loyal Customer,48,Business travel,Business,3874,2,2,2,2,2,4,5,2,2,2,2,5,2,5,123,96,satisfied
103102,52766,Male,disloyal Customer,43,Business travel,Eco,1874,3,3,3,1,3,3,5,3,2,4,3,2,2,3,0,0,neutral or dissatisfied
103103,101102,Female,Loyal Customer,51,Business travel,Business,3768,5,5,5,5,4,4,5,5,5,5,5,5,5,5,38,26,satisfied
103104,98413,Female,Loyal Customer,30,Business travel,Eco Plus,675,3,2,2,2,3,3,3,3,4,3,4,3,3,3,72,61,neutral or dissatisfied
103105,4463,Female,Loyal Customer,33,Business travel,Business,1005,2,3,3,3,5,3,3,2,2,1,2,2,2,1,0,26,neutral or dissatisfied
103106,71269,Male,Loyal Customer,68,Personal Travel,Eco,733,3,3,3,4,2,3,2,2,2,5,2,5,3,2,0,0,neutral or dissatisfied
103107,119147,Female,Loyal Customer,18,Personal Travel,Eco Plus,119,2,4,0,1,5,0,5,5,5,3,5,5,1,5,1,11,neutral or dissatisfied
103108,120034,Male,Loyal Customer,32,Personal Travel,Eco Plus,328,1,3,1,2,5,1,5,5,3,3,3,5,1,5,0,0,neutral or dissatisfied
103109,75201,Female,Loyal Customer,22,Business travel,Business,1846,3,2,2,2,3,3,3,3,1,2,3,3,3,3,0,7,neutral or dissatisfied
103110,64068,Female,disloyal Customer,21,Business travel,Eco,521,5,0,5,2,1,5,1,1,3,1,2,3,3,1,0,0,satisfied
103111,45078,Female,Loyal Customer,51,Business travel,Business,188,4,4,3,4,2,2,5,4,4,4,3,2,4,1,0,8,satisfied
103112,24522,Female,Loyal Customer,57,Business travel,Business,892,2,2,5,2,3,4,4,4,4,4,4,4,4,5,0,0,satisfied
103113,96188,Female,Loyal Customer,43,Business travel,Eco,666,3,5,5,5,3,4,4,3,3,3,3,2,3,3,12,10,neutral or dissatisfied
103114,99128,Female,Loyal Customer,34,Personal Travel,Eco,237,1,5,1,2,4,1,4,4,3,5,5,3,5,4,0,0,neutral or dissatisfied
103115,33562,Male,Loyal Customer,45,Business travel,Eco,399,3,4,4,4,3,3,3,3,5,4,1,5,2,3,0,0,satisfied
103116,10050,Female,Loyal Customer,16,Business travel,Business,326,2,3,3,3,2,2,2,2,3,3,4,1,4,2,0,0,neutral or dissatisfied
103117,1130,Female,Loyal Customer,15,Personal Travel,Eco,354,1,2,1,3,4,1,4,4,1,3,4,1,4,4,14,12,neutral or dissatisfied
103118,13925,Male,Loyal Customer,43,Business travel,Eco,192,4,4,4,4,4,4,4,4,2,2,1,3,2,4,45,29,satisfied
103119,44997,Male,Loyal Customer,55,Business travel,Business,3178,1,5,5,5,5,4,4,4,4,4,1,4,4,2,4,10,neutral or dissatisfied
103120,114943,Female,Loyal Customer,59,Business travel,Business,337,2,2,1,2,5,5,5,5,5,5,5,3,5,4,0,0,satisfied
103121,127365,Male,disloyal Customer,28,Business travel,Business,1009,1,1,1,1,2,1,5,2,4,3,4,3,4,2,0,7,neutral or dissatisfied
103122,80307,Female,disloyal Customer,23,Business travel,Eco,746,1,1,1,3,3,1,3,3,4,5,4,4,3,3,0,23,neutral or dissatisfied
103123,111702,Male,Loyal Customer,12,Business travel,Business,495,3,5,5,5,3,3,3,3,2,5,4,1,4,3,31,24,neutral or dissatisfied
103124,101295,Male,Loyal Customer,28,Personal Travel,Eco,763,4,5,4,3,3,4,2,3,4,2,5,4,5,3,5,0,neutral or dissatisfied
103125,9757,Male,Loyal Customer,29,Personal Travel,Business,383,2,5,5,1,4,5,4,4,3,3,4,5,5,4,0,0,neutral or dissatisfied
103126,55377,Female,Loyal Customer,50,Business travel,Eco,678,2,1,4,4,3,3,4,2,2,2,2,3,2,4,82,128,neutral or dissatisfied
103127,1860,Male,Loyal Customer,39,Business travel,Business,2609,5,5,3,5,5,4,5,4,4,4,4,5,4,4,44,42,satisfied
103128,73384,Male,Loyal Customer,60,Business travel,Business,2361,3,2,3,3,3,5,5,4,4,4,4,5,4,4,0,0,satisfied
103129,27247,Female,disloyal Customer,28,Business travel,Eco Plus,1024,0,0,0,3,3,0,3,3,2,4,3,5,4,3,30,24,satisfied
103130,84518,Male,Loyal Customer,39,Business travel,Business,2504,4,4,4,4,3,5,5,5,5,5,5,4,5,5,0,0,satisfied
103131,16476,Male,Loyal Customer,51,Business travel,Eco Plus,416,2,3,3,3,2,2,2,2,2,2,4,4,3,2,0,0,neutral or dissatisfied
103132,32285,Female,Loyal Customer,36,Business travel,Business,1649,1,1,1,1,1,5,3,5,5,5,5,2,5,3,0,0,satisfied
103133,51736,Female,Loyal Customer,62,Personal Travel,Eco,598,2,0,1,4,4,5,5,1,1,1,1,4,1,3,0,3,neutral or dissatisfied
103134,97066,Male,Loyal Customer,29,Business travel,Business,1642,1,1,1,1,4,4,4,4,5,3,4,3,4,4,0,0,satisfied
103135,31994,Female,Loyal Customer,33,Personal Travel,Business,102,3,4,3,2,3,1,3,2,2,3,2,4,2,4,13,25,neutral or dissatisfied
103136,39474,Female,Loyal Customer,52,Business travel,Business,2066,3,3,3,3,1,4,4,4,4,4,4,4,4,5,0,0,satisfied
103137,114702,Male,disloyal Customer,26,Business travel,Business,337,1,0,1,2,5,1,5,5,4,3,5,5,4,5,66,49,neutral or dissatisfied
103138,22868,Female,Loyal Customer,61,Personal Travel,Eco,302,2,3,2,2,3,2,1,1,1,2,1,4,1,5,15,14,neutral or dissatisfied
103139,67091,Male,Loyal Customer,42,Business travel,Business,2140,1,1,1,1,4,5,4,5,5,5,5,3,5,4,0,0,satisfied
103140,64081,Male,Loyal Customer,62,Personal Travel,Eco,919,4,5,5,5,4,5,4,4,4,5,4,5,4,4,0,2,neutral or dissatisfied
103141,68568,Female,Loyal Customer,52,Business travel,Business,1616,2,2,2,2,5,4,5,5,5,5,5,3,5,3,11,0,satisfied
103142,76518,Male,Loyal Customer,41,Business travel,Eco,481,1,3,3,3,1,1,1,1,3,3,4,2,4,1,0,0,neutral or dissatisfied
103143,48572,Female,Loyal Customer,38,Personal Travel,Eco,845,3,4,3,5,2,3,2,2,3,2,4,4,4,2,0,0,neutral or dissatisfied
103144,22994,Male,Loyal Customer,28,Personal Travel,Eco,489,3,1,3,3,1,3,1,1,2,3,3,3,3,1,24,21,neutral or dissatisfied
103145,1270,Female,Loyal Customer,40,Personal Travel,Eco,354,1,3,1,3,5,1,5,5,3,1,3,5,2,5,47,54,neutral or dissatisfied
103146,115213,Male,Loyal Customer,55,Business travel,Business,371,5,5,5,5,2,5,5,4,4,5,4,4,4,4,9,3,satisfied
103147,24281,Female,Loyal Customer,49,Personal Travel,Eco,134,5,3,5,4,3,3,3,4,4,5,4,1,4,2,1,2,satisfied
103148,93035,Female,disloyal Customer,40,Business travel,Business,317,2,2,2,3,4,2,3,4,3,3,4,5,5,4,53,49,neutral or dissatisfied
103149,25653,Female,Loyal Customer,44,Business travel,Eco Plus,526,5,1,1,1,4,2,2,4,4,5,4,2,4,1,0,0,satisfied
103150,33364,Male,Loyal Customer,37,Business travel,Eco,1114,2,5,5,5,2,2,2,2,2,3,2,2,2,2,0,0,neutral or dissatisfied
103151,61685,Female,disloyal Customer,28,Business travel,Eco,1018,2,2,2,4,3,2,3,3,1,3,4,4,3,3,0,0,neutral or dissatisfied
103152,82782,Male,disloyal Customer,24,Business travel,Business,231,0,0,0,4,0,4,4,4,4,5,4,4,4,4,168,178,satisfied
103153,7451,Female,Loyal Customer,25,Personal Travel,Eco,522,4,5,4,5,1,4,1,1,3,5,4,5,5,1,0,0,neutral or dissatisfied
103154,54906,Male,Loyal Customer,36,Business travel,Business,934,1,1,1,1,3,5,4,1,1,2,1,3,1,4,0,0,satisfied
103155,25795,Male,Loyal Customer,37,Business travel,Eco,362,5,3,3,3,5,5,5,5,5,1,5,4,3,5,0,0,satisfied
103156,57066,Female,Loyal Customer,60,Business travel,Business,2065,3,3,3,3,2,4,4,5,5,5,5,3,5,4,0,0,satisfied
103157,100592,Male,Loyal Customer,38,Personal Travel,Eco,486,3,0,3,4,2,3,2,2,4,4,2,2,3,2,13,4,neutral or dissatisfied
103158,120056,Female,Loyal Customer,13,Personal Travel,Eco,237,1,4,0,3,3,0,5,3,5,2,4,3,5,3,0,0,neutral or dissatisfied
103159,2379,Male,Loyal Customer,44,Business travel,Business,604,5,4,5,5,4,4,4,1,1,2,1,4,1,4,18,0,satisfied
103160,40405,Female,Loyal Customer,39,Business travel,Business,188,1,1,1,1,2,4,1,4,4,5,4,2,4,3,3,0,satisfied
103161,105528,Male,Loyal Customer,47,Business travel,Business,3777,1,1,1,1,3,4,4,5,5,5,5,3,5,5,27,22,satisfied
103162,63821,Female,disloyal Customer,8,Business travel,Business,1158,3,4,3,3,1,3,1,1,2,5,4,1,3,1,0,0,neutral or dissatisfied
103163,43517,Female,disloyal Customer,29,Business travel,Eco Plus,679,4,4,4,1,4,4,4,4,3,1,5,4,5,4,0,0,satisfied
103164,48604,Male,Loyal Customer,22,Personal Travel,Eco,763,2,4,3,2,2,3,2,2,5,2,4,5,5,2,0,2,neutral or dissatisfied
103165,32831,Male,Loyal Customer,35,Business travel,Eco,101,5,1,1,1,5,5,5,5,1,4,2,5,1,5,0,0,satisfied
103166,31088,Female,Loyal Customer,60,Business travel,Eco,1014,4,5,2,5,1,2,5,4,4,4,4,1,4,5,0,0,satisfied
103167,112875,Male,Loyal Customer,52,Business travel,Business,2627,4,4,4,4,3,4,5,5,5,5,5,3,5,3,3,0,satisfied
103168,78527,Male,Loyal Customer,64,Personal Travel,Eco,620,3,4,4,1,3,4,3,3,4,3,4,5,4,3,6,32,neutral or dissatisfied
103169,3352,Male,Loyal Customer,57,Business travel,Business,3157,0,0,0,4,5,5,5,3,3,3,3,5,3,3,0,0,satisfied
103170,124813,Female,Loyal Customer,67,Business travel,Eco,280,4,3,3,3,2,4,4,4,4,4,4,2,4,2,0,0,neutral or dissatisfied
103171,21387,Female,Loyal Customer,36,Personal Travel,Business,399,3,4,3,1,5,4,5,3,3,3,3,4,3,4,96,90,neutral or dissatisfied
103172,26536,Female,Loyal Customer,54,Business travel,Business,3665,4,4,4,4,3,5,3,4,4,4,4,1,4,3,0,0,satisfied
103173,107268,Male,disloyal Customer,27,Business travel,Business,307,5,5,5,1,3,5,3,3,4,5,4,4,5,3,15,12,satisfied
103174,76641,Female,Loyal Customer,49,Personal Travel,Eco,516,4,4,1,3,2,4,1,5,5,1,5,1,5,3,0,12,neutral or dissatisfied
103175,305,Male,Loyal Customer,56,Business travel,Business,2204,1,1,1,1,4,4,5,4,4,4,4,5,4,4,55,49,satisfied
103176,26371,Male,Loyal Customer,41,Business travel,Eco,930,1,4,4,4,1,1,1,1,1,3,3,1,4,1,18,10,neutral or dissatisfied
103177,102652,Male,Loyal Customer,29,Business travel,Business,601,2,2,2,2,4,4,4,4,5,5,4,3,4,4,11,0,satisfied
103178,23216,Female,Loyal Customer,48,Business travel,Eco,326,2,2,2,2,5,3,4,1,1,2,1,4,1,3,0,0,neutral or dissatisfied
103179,59330,Male,Loyal Customer,48,Business travel,Business,2486,1,1,1,1,2,3,5,4,4,4,4,3,4,5,12,0,satisfied
103180,49267,Male,Loyal Customer,36,Business travel,Eco,266,4,1,1,1,4,4,4,4,2,5,4,4,3,4,1,2,satisfied
103181,12807,Male,Loyal Customer,38,Business travel,Business,1867,1,4,1,1,4,4,5,4,4,4,4,5,4,1,0,0,satisfied
103182,103270,Female,Loyal Customer,12,Personal Travel,Eco,888,2,2,1,1,2,1,2,2,3,2,1,4,2,2,3,25,neutral or dissatisfied
103183,29501,Female,Loyal Customer,19,Personal Travel,Eco,1107,3,3,3,4,4,3,4,4,4,4,2,5,3,4,0,0,neutral or dissatisfied
103184,104017,Male,disloyal Customer,22,Business travel,Business,1262,4,0,3,3,5,3,5,5,5,3,5,4,5,5,9,11,satisfied
103185,79698,Male,Loyal Customer,37,Personal Travel,Eco,760,2,5,2,1,1,2,1,1,4,5,5,3,4,1,0,0,neutral or dissatisfied
103186,74568,Female,Loyal Customer,43,Business travel,Business,1438,4,3,3,3,2,3,4,4,4,4,4,4,4,4,29,7,neutral or dissatisfied
103187,6222,Female,Loyal Customer,55,Business travel,Business,678,2,2,2,2,1,3,4,2,2,2,2,2,2,1,0,11,neutral or dissatisfied
103188,70753,Female,Loyal Customer,52,Business travel,Business,733,5,5,5,5,4,4,4,5,5,5,5,4,5,5,20,75,satisfied
103189,62455,Female,Loyal Customer,44,Business travel,Business,1846,3,4,4,4,1,4,4,3,3,3,3,2,3,2,11,0,neutral or dissatisfied
103190,1362,Female,Loyal Customer,38,Business travel,Business,134,0,5,0,4,4,4,5,2,2,2,2,5,2,3,0,0,satisfied
103191,80915,Female,disloyal Customer,26,Business travel,Eco,352,2,2,1,3,2,1,5,2,3,4,3,3,3,2,0,0,neutral or dissatisfied
103192,65176,Female,Loyal Customer,47,Personal Travel,Eco,190,3,4,3,2,5,5,5,2,2,3,2,3,2,3,0,0,neutral or dissatisfied
